run_id,config_name,wavelet_enabled,matched_capacity_enabled,wave_reg_enabled,fft_reg_enabled,wave_reg_weight,fft_reg_weight,final_fid,final_kid,final_precision,final_recall,final_lpips,final_rpse,final_wbed,best_wbed,best_wbed_step,best_rpse,best_rpse_step,fid_auc_vs_kimg,avg_sec_per_iter,avg_vram_peak_mb,delta_fid_vs_r0
r0,phase_b_r0_baseline_32,False,False,False,False,1.0,1.0,21.3355,0.015421,0.639,0.4492,0.2183,0.00019,0.023329,0.016798,20000,0.000151,27500,40.9053409090909,1.029166,4769.4833333333345,0.0
r1,phase_b_r1_matched_capacity_32,False,True,False,False,1.0,1.0,22.9752,0.017071,0.6252,0.4568,0.2148,0.000198,0.014362,0.0127,22500,0.000198,30000,42.03639545454546,1.0517456666666667,4844.631666666667,1.6397000000000013
r2,phase_b_r2_waved_32,True,False,False,False,1.0,1.0,22.9342,0.016035,0.6222,0.4575,0.2165,0.000162,0.017102,0.011573,20000,0.000162,30000,41.805963636363636,1.0521503333333333,4854.173333333333,1.598700000000001
r3,phase_c_r3_waved_wavereg_32,True,False,True,False,0.02,1.0,24.8504,0.018518,0.6198,0.4494,0.2179,0.000699,0.042055,0.010593,22500,0.000215,12500,45.38349090909091,1.0635556666666666,4854.173333333333,3.514900000000001
r4,phase_c_r4_waved_fftreg_32,True,False,False,True,1.0,0.02,23.1217,0.016742,0.6374,0.4415,0.2157,0.000183,0.008025,0.008025,30000,0.000183,30000,41.8232,1.0545433333333334,4853.725,1.786200000000001
r5,phase_c_r5_wavereg_32,False,False,True,False,0.02,1.0,24.7034,0.019164,0.6336,0.4626,0.2177,0.000426,0.004612,0.004612,30000,0.000258,20000,45.65826818181818,1.0123493333333335,4769.050000000002,3.367899999999999
r6,phase_c_r6_fftreg_32,False,False,False,True,1.0,0.02,22.4578,0.016654,0.6381,0.4655,0.2183,0.000627,0.018143,0.005246,17500,0.00021,22500,43.70343181818181,1.0136596666666666,4768.700000000001,1.1222999999999992
